stage,date_of_status_update,district,address,street_dir,street_name,city,cleared_by_employee,billed_adder_notes,billed_adder_other,cb_date,cb_report,clear_date,cleared_by,client_no,co_install_y_n,conflict_repair_date,crew_lead,crew_tech,depth_1,depth_2,depth_3,depth_4,depth_5,desc_1,desc_2,desc_3,desc_4,desc_5,dig_hrs,dig_y_n,dir_lat_frm_mh,dist_1,dist_2,dist_3,dist_4,dist_5,dist_mh_to_lat,door_tag_date1,door_tag_date2,door_tag_date3,end_mh,field_notes,gas_main_clr_date,gas_main_clr_method,gas_service_clr_date,gas_service_clr_method,inspection_hourly,inspection_type,inspector,lat_inspection_push_camera_ea,latitude,longitude,measurements_y_n,no_videos_today,no_videos_total,notes_doortag,notes_extra,num_of_co_installs,phase,photo_map,pipe_complete,project_no,pv_stage,qa_comments_1,qa_comments_2,qa_comments_3,qa_name,qa_pass_fail_1,qa_pass_fail_2,qa_pass_fail_3,qc_comments_1,qc_comments_2,qc_comments_3,qc_date_1,qc_date_2,qc_date_3,qc_name_1,qc_name_2,qc_name_3,qc_p_f_1,qc_p_f_2,qc_p_f_3,ref_1,ref_2,ref_3,ref_4,ref_5,rerun_deadline,rerun_y_n,sanitary_main_cleaning_lf,sanitary_main_inspection_lf,sewer_lat_inspection_lat_launch_ea,sewer_lateral_cleaning_lf,sewer_ml_ft,sewer_type,site_photos,start_mh,state,status_update,storm_main_cleaning_lf,storm_main_inspection_lf,street_direction,time,to_bldg,utility_type,video_1,video_2,video_3,video_date_1,video_date_2,video_date_3,video_device_1,video_device_2,video_device_3,video_type,video_url,video_url_2,video_url_3
COMPLETE,2025-05-05,,227,,SW TERRA DR,TOPEKA ,,,,,,2025/05/05,1800,PW-24R3-TOPEKA-SW SANNEMAN AND TERRA DR-CWO-5/31/25,,,Benjamin Bonnell,Robert Gudgel,0,56,,,,C/O,END,,,,,No,,0,91,,,,,,,,,,2025/05/05,PO,2025/05/05,PO,,Post,Scott.Lovelady@onegas.com,1,38.9784,-95.6864,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_e846e2_cdv_photo_000_1748361479572.jpg"",""rid"":38678790,""lid"":""6728851"",""fid"":""566"",""field"":""photo_map"",""title"":""mdc_photo_mdc_e846e2_cdv_photo_000_1748361479572.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,Pass,,,,,,2025/09/18,,,Katy Thompson,,,Pass,,,A,,,,,,,,,,,,Lateral Inspection,,,KS,2025/05/05,,,,14:06,,2,Benjamin Bonnell,,,2025/05/05,,,1800 PO,,,Push Camera,https://pipeviewamerica.sharefile.com/d-s5ac27f81e18e401c905e4821046818a8,,
GAS LINE,2025-05-06,,,,SW LINDENWOOD AVE ,TOPEKA ,,,,,,2025/05/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.0612,-95.7002,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/06,,,South,07:43,,1,,,,,,,,,,,,,
GAS LINE,2025-05-06,,2306,,SW DUANE ST,TOPEKA ,,,,,,2025/05/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.0614,-95.7034,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/06,,,,08:11,,1,,,,,,,,,,,,,
PO,2025-05-06,,324,,SW LINDENWOOD AVE ,TOPEKA ,,,,,,2025/05/06,1800,PW-24R2-TOPEKA 2ND AND ORCHARD ,,,Eric Zerr,Carter Pacheco,107,95,,,,TAP,END/ROOTBALL,,,,,No,South,36.1,24.6,,,,36.1,,,,,,2025/05/06,LETS,2025/05/06,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,39.0614,-95.7002,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_0f7eac_cdv_photo_003_1758297022427.jpg"",""rid"":40224671,""lid"":""6728851"",""fid"":""592"",""field"":""photo_map"",""title"":""mdc_photo_mdc_0f7eac_cdv_photo_003_1758297022427.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,PO,THERE ARE NO GAS CROSSINGS. THIS LINE IS CLEAR.,,,Katy Thompson,Pass,,,"POOR VISUAL THROUGHOUT RUN, END INSPECTION @ ROOTBALL ",,,2025/05/08,,,Katy Thompson,,,N/A,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 320 SW LINDENWOOD AVE ,KS,2025/05/06,,,South,09:03,,2,Eric Zerr,,,2025/05/06,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/8b41109a-2a48-4b97-98c6-5a80ca439b21?t=4.949627&limit=30&offset=0&project=25PV0406+ONE+GAS+&ordering=Inspection_Date&client_reviewed=false,,
COMPLETE,2025-06-05,,18000,,97TH ST,LENEXA ,,,,,,2025/06/05,,VISTA VILLAGE (PRAIRIE STAR PKWY/RIDGEVIEW) ,,,Edgar Atwood,Carter Pacheco,0,52,114,,,CO,GMI,END,,,,No,,0,7.6,20.3,,,,,,,,,2025/06/05,PO,2025/06/05,PO,,Post,SCOTT.LOVELADY@ONEGAS.COM,1,38.9537,-94.7925,yes,1,1,,UPDATED BY TEAM #1059,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_cb7b90_cdv_photo_003_1749150038214.jpg"",""rid"":38797208,""lid"":""6728851"",""fid"":""891"",""field"":""photo_map"",""title"":""mdc_photo_mdc_cb7b90_cdv_photo_003_1749150038214.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0403,COMPLETE,,,,,,,,,,,,,,,,,,,,A,B,C,,,,,,,,,,Lateral Inspection,,,KS,2025/06/05,,,West,13:47,,2,Edgar Atwood,,,2025/06/05,,,1059 PO,,,Push Camera,,,
GAS LINE,2025-06-02,,9419,,MOODY PARK DR ,OVERLAND PARK ,,,,,,2025/06/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9582,-94.7011,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/06/02,,,,11:51,,1,,,,,,,,,,,,,
GAS LINE,2025-06-05,,,,,LENEXA ,,,,,,2025/06/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9537,-94.7924,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/06/05,,,,14:01,,1,,,,,,,,,,,,,
GAS LINE,2025-06-02,,9423,,MOODY PARK DR ,OVERLAND PARK ,,,,,,2025/06/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9582,-94.7011,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/06/02,,,,11:36,,1,,,,,,,,,,,,,
GAS LINE,2025-05-06,,,,SW LINDENWOOD AVE ,TOPEKA ,,,,,,2025/05/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.0615,-95.7003,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/06,,,South,10:10,,1,,,,,,,,,,,,,
GAS LINE,2025-06-05,,,,,,,,,,,2025/06/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9516,-94.792,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/06/05,,,,13:41,,1,,,,,,,,,,,,,
GAS LINE,2025-05-07,,,,SW TERRA DR ,TOPEKA ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9779,-95.6838,,,,,,,,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,South,08:10,,1,,,,,,,,,,,,,
GAS LINE,2025-06-05,,,,,LENEXA ,,,,,,2025/06/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9537,-94.7924,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/06/05,,,,14:08,,1,,,,,,,,,,,,,
GAS LINE,2025-06-02,,,,MOODY PARK DR ,OVERLAND PARK ,,,,,,2025/06/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9582,-94.7011,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/06/02,,,,11:05,,1,,,,,,,,,,,,,
GAS LINE,2025-05-05,,,,,TOPEKA ,,,,,,2025/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9767,-95.6822,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/05,,,,12:24,,1,,,,,,,,,,,,,
COMPLETE,2025-05-05,,229,,SW TERRA DR ,TOPEKA ,,,,,,2025/05/05,1800,PW-24R3-TOPEKA-SW SANNEMAN AND TERRA DR-CWO-5/31/25 ,,,Eric Zerr,Carter Pacheco,67,27,17,,,TAP,GSI,END/VCO,,,,No,South,148.2,15.3,62,,,148.2,,,,,,2025/05/05,LETS,2025/05/05,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9784,-95.6862,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_fbed40_cdv_photo_000_1746465388547.jpg"",""rid"":38439916,""lid"":""6728851"",""fid"":""547"",""field"":""photo_map"",""title"":""mdc_photo_mdc_fbed40_cdv_photo_000_1746465388547.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,,,,2025/05/08,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,,MH 232 SW TERRA DR ,KS,2025/05/05,,,South,12:11,,2,Eric Zerr,,,2025/05/05,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/4b41f961-d85a-4dd7-bc39-6334e2d075c4?t=0&limit=30&offset=0&project=25PV0406+ONE+GAS+&client_reviewed=false&ordering=Inspection_Date,,
GAS LINE,2025-05-05,,,,,TOPEKA,,,,,,2025/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9768,-95.6823,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/05,,,,12:30,,1,,,,,,,,,,,,,
GAS LINE,2025-05-05,,,,,TOPEKA,,,,,,2025/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9768,-95.6823,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/05,,,West,12:32,,1,,,,,,,,,,,,,
COMPLETE,2025-06-04,,720,,COMMERCIAL ST,OSWEGO ,,,,,,2025/06/04,2400,6 AND MERCHANT,,,James Atwood,Michael Parrish,0,27,0,,,TAP,GMI,END/12T,,,,,South,262.3,14.6,86.2,,,262.3,,,,,,2025/06/04,LETS,2025/06/04,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,37.1637,-95.1082,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_d44ff9_cdv_photo_001_1749070877502.jpg"",""rid"":38783029,""lid"":""6728851"",""fid"":""862"",""field"":""photo_map"",""title"":""mdc_photo_mdc_d44ff9_cdv_photo_001_1749070877502.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0403,COMPLETE,,,,,,,,"21'- 26', CLEAR ON PULLBACK",,,2025/06/17,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_65776b_cdv_photo_000_1749070733285.jpg"",""rid"":38783019,""lid"":""6728851"",""fid"":""862"",""field"":""site_photos"",""title"":""mdc_photo_mdc_65776b_cdv_photo_000_1749070733285.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 635 MERCHANT ST ,KS,2025/06/04,,,,15:56,,2,James Atwood,,,2025/06/04,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/df2e8f7c-c55b-47f3-874e-bcd0da86d04c?t=2.441152&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&city=OSWEGO&client_reviewed=false,,
GAS LINE,2025-05-05,,,,SW TERRA DR ,TOPEKA ,,,,,,2025/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9783,-95.6861,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/05,,,South,08:36,,1,,,,,,,,,,,,,
COMPLETE,2025-06-06,,17501 ,,98TH ST ,LENEXA ,,,,,,2025/06/06,1800,VISTA VILLAGE (PRAIRIE STAR PKWY/RIDGEVIEW) ,,,Eric Zerr,Carter Pacheco,0,130,0,,,TAP,GMI,END,,,,No,North,126.4,41,43,,,126.4,,,,,,2025/06/06,LETS,2025/06/06,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9548,-94.791,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_2465d4_cdv_photo_003_1749221345281.jpg"",""rid"":38807170,""lid"":""6728851"",""fid"":""926"",""field"":""photo_map"",""title"":""mdc_photo_mdc_2465d4_cdv_photo_003_1749221345281.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0403,COMPLETE,,,,,,,,,,,2025/06/06,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_2b1d60_cdv_photo_002_1749221256261.jpg"",""rid"":38807147,""lid"":""6728851"",""fid"":""926"",""field"":""site_photos"",""title"":""mdc_photo_mdc_2b1d60_cdv_photo_002_1749221256261.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 17501 W 98TH ST ,KS,2025/06/06,,,West,09:43,C,2,Eric Zerr,,,2025/06/06,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/52f295f9-1c61-4e08-bbe1-ee74a24468a7?t=1.170916&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&ordering=-Inspection_Date&client_reviewed=false&city=LENEXA,,
COMPLETE NO BILL,2025-08-04,,806 ,,W 15TH ST,Monaghan,,,,,,2025/08/04,---------------------,15T Monaghan ,,,---------------------,---------------------,,,,,,End,12T,Tie in line.,,,,No,,96,92,44,,,,,,,,,2025/08/04,PO,2025/08/04,PO,,Post,Z,1,31.5782,-102.897,yes,1,1,,"08/04/2025 
Truck5100
Christian E- Derek K  running parallel with sewerno crossings.",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_d20579_cdv_photo_000_1754317711481.jpg"",""rid"":39591937,""lid"":""6728851"",""fid"":""956"",""field"":""photo_map"",""title"":""mdc_photo_mdc_d20579_cdv_photo_000_1754317711481.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0723,COMPLETE NO BILL,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_bff13f_cdv_photo_1754317589_1754317711481.jpg"",""rid"":39591932,""lid"":""6728851"",""fid"":""956"",""field"":""site_photos"",""title"":""mdc_photo_mdc_bff13f_cdv_photo_1754317589_1754317711481.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_990ae2_cdv_photo_1754317617_1754317711481.jpg"",""rid"":39591933,""lid"":""6728851"",""fid"":""956"",""field"":""site_photos"",""title"":""mdc_photo_mdc_990ae2_cdv_photo_1754317617_1754317711481.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_7169be_cdv_photo_1754317624_1754317711481.jpg"",""rid"":39591934,""lid"":""6728851"",""fid"":""956"",""field"":""site_photos"",""title"":""mdc_photo_mdc_7169be_cdv_photo_1754317624_1754317711481.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_13ffd0_cdv_photo_1754317632_1754317711481.jpg"",""rid"":39591935,""lid"":""6728851"",""fid"":""956"",""field"":""site_photos"",""title"":""mdc_photo_mdc_13ffd0_cdv_photo_1754317632_1754317711481.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_19dc3c_cdv_photo_1754317654_1754317711481.jpg"",""rid"":39591936,""lid"":""6728851"",""fid"":""956"",""field"":""site_photos"",""title"":""mdc_photo_mdc_19dc3c_cdv_photo_1754317654_1754317711481.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/04,,,,09:21,,2,N/A,,,,,,N/A,,,Push Camera,,,
GAS LINE,2025-06-05,,,,,COMMERCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,36.9375,-94.8747,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,2025/06/05,,,,,,1,,,,,,,,,,,,,
COMPLETE,2025-06-05,,313 ,,RIVER ST,COMMERCE,,,,,,2025/06/05,2400,5TH AND RIVER,,,James Atwood,Michael Parrish,0,0,,,,TAP,END,,,,,,South,216.7,79.3,,,,216.7,,,,,,2025/06/05,LETS,2025/06/05,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.9375,-94.8748,yes,1,1,,CLEAR / POSSIBLE ABANDONED / SOLID DIRT BLOCKAGE ,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_13121d_cdv_photo_000_1749150014421.jpg"",""rid"":38797204,""lid"":""6728851"",""fid"":""892"",""field"":""photo_map"",""title"":""mdc_photo_mdc_13121d_cdv_photo_000_1749150014421.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",No,0406,COMPLETE,,,,,,,,CLEAR UNTIL POSSIBLE ABANDONED / SOLID DIRT BLOCKAGE,,,2025/06/06,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 318 N QUINCY ST ,OK,2025/06/05,,,North,13:51,B,2,James Atwood,,,2025/06/05,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/a70d12b9-6b07-4853-a0a2-7b47d8ed4b34?t=0&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&ordering=-Inspection_Date&client_reviewed=false&city=COMMERCE,,
GAS LINE,2025-08-08,,,,,,,,,,,2025/08/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,31.7606,-106.363,,,,,,,One Gas,,,0723,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/08/08,,,,08:57,,1,,,,,,,,,,,,,
COMPLETE,2025-09-10,,MH 307 L ST NW,,,MIAMI,,,,,,2025/09/10,1700,K ST NW / 3 AVE NW ,,,Carter Pacheco,,0,42,0,,,START,GMI,END,,,,,,0,15.4,333.7,,,,,,,MH 311 L ST NW,,2025/09/10,ML,2025/09/10,ML,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8791,-94.8912,yes,1,1,,TECH: TINAI MITCHELL,,One Gas,,Yes,0406,COMPLETE,TECH HAS UPDATED GIS TO NOTE GMI.,,,Katy Thompson,Pass,,,GMI IS CLEAR IN VIDEO BUT NOT NOTED IN GIS. TECH WILL FIX,,,2025/09/29,,,Katy Thompson,,,Pass,,,,,,,,,,,333.7,,,333.7,Main Inspection,,MH 307 L ST NW,OK,2025/09/10,,,,11:10,,2,Carter Pacheco,,,2025/09/10,,,1700 LETS,,,CCTV,https://pioneer.sewerai.com/dashboard/review/25118704-7bef-4444-8dfd-7345c59ea039?t=0&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&ordering=-Inspection_Date&project=25PV0406+ONE+GAS+,,
COMPLETE,2025-06-04,,720,,6TH ST,OSWEGO ,,,,,,2025/06/04,2400,6 AND MERCHANT,,,James Atwood,Michael Parrish,0,43,0,,,TAP,GMI,END/12T,,,,,North,174.4,9.5,48.8,,,174.4,,,,,,2025/06/04,LETS,2025/06/04,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,37.1637,-95.1081,yes,1,1,,ABANDONED LOT LINE,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_c5d84c_cdv_photo_008_1749050725902.jpg"",""rid"":38778625,""lid"":""6728851"",""fid"":""823"",""field"":""photo_map"",""title"":""mdc_photo_mdc_c5d84c_cdv_photo_008_1749050725902.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0403,COMPLETE,,,,,,,,,,,2025/06/17,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_9d514c_cdv_photo_007_1749050521643.jpg"",""rid"":38778551,""lid"":""6728851"",""fid"":""823"",""field"":""site_photos"",""title"":""mdc_photo_mdc_9d514c_cdv_photo_007_1749050521643.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 635 MERCHANT ST ,KS,2025/06/04,,,,10:19,,2,James Atwood,,,2025/06/04,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/e9db4cc2-a383-4d8e-99dc-feda2d00bf79?t=2.611636&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&city=OSWEGO&client_reviewed=false,,
COMPLETE NO BILL,2025-08-06,,7700,,Acapulco Ave,El paso ,,,,,,2025/08/06,---------------------,Acapulco Ave El Paso tx ,,,---------------------,---------------------,0,0.39,,,,End/12T,GMI,,,,,No,,51,20,,,,80,,,,,,2025/08/06,LETS,2025/08/06,LETS,,Post,Scott lovelady One Gas ,1,31.748,-106.358,yes,1,1,,"08/06/2025 Truck5100
Lead - Christian E. Tech - Derek K. 

MH-LAT 80
End @ 51.0
GMI @ 20 @0.39 
Property is clear",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_c2e131_cdv_photo_001_1754492252903.jpg"",""rid"":39625709,""lid"":""6728851"",""fid"":""1027"",""field"":""photo_map"",""title"":""mdc_photo_mdc_c2e131_cdv_photo_001_1754492252903.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",No,0723,COMPLETE NO BILL,,,,,,,,FAILED- THERE ARE A COUPLE SMALL OFFSETS NEAR GMI. SENDING TO QA FOR FURTHER REVIEW. 2/10/26 FF,,,2026/02/10,,,Fallon Farmer,,,Fail,,,A,B,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_019bd0_cdv_photo_002_1754492252903.jpg"",""rid"":39625706,""lid"":""6728851"",""fid"":""1027"",""field"":""site_photos"",""title"":""mdc_photo_mdc_019bd0_cdv_photo_002_1754492252903.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_2223f7_cdv_photo_003_1754492252903.jpg"",""rid"":39625707,""lid"":""6728851"",""fid"":""1027"",""field"":""site_photos"",""title"":""mdc_photo_mdc_2223f7_cdv_photo_003_1754492252903.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_fb11d6_cdv_photo_004_1754492252903.jpg"",""rid"":39625708,""lid"":""6728851"",""fid"":""1027"",""field"":""site_photos"",""title"":""mdc_photo_mdc_fb11d6_cdv_photo_004_1754492252903.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/06,,,,08:47,,2,N/A,,,,,,N/A,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/c8417992-b14f-4c21-9341-1233d535e093?limit=30&offset=0&client_reviewed=false&surveyed_by=CHRISTIAN+ES,,
GAS LINE,2025-08-07,,133,,Manor Pl,El Paso,,,,,,2025/08/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,31.7457,-106.386,,,,,,,One Gas,,,0723,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,2025/08/07,,,,10:54,Gas Service,1,,,,,,,,,,,,,
GAS LINE,2025-05-06,,,,,TOPEKA,,,,,,2025/05/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,39.0613,-95.7033,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/06,,,,08:13,,1,,,,,,,,,,,,,
GAS LINE,2025-05-05,,,,SW TERRA DR ,TOPEKA,,,,,,2025/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9773,-95.683,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025/05/05,,,,13:57,,1,,,,,,,,,,,,,
GAS LINE,2025-05-05,,,,SW TERRA DR ,TOPEKA,,,,,,2025/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9769,-95.6824,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/05,,,,13:51,,1,,,,,,,,,,,,,
GAS LINE,2025-05-05,,,,,TOPEKA ,,,,,,2025/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9768,-95.6822,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/05,,,,14:08,,1,,,,,,,,,,,,,
RECON,2025-05-07,,,,SW TERRA DR ,TOPEKA ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.978,-95.6839,,,,,,,One Gas,,,0406,RECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,South,08:19,,1,,,,,,,,,,,,,
GAS LINE,2025-05-07,,,,SW TERRA DR ,TOPEKA ,,,,,,2025/05/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,,,38.9782,-95.6842,,,,,,,One Gas,,,0406,GAS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS,2025/05/07,,,South,08:11,,1,,,,,,,,,,,,,
